reviews.text,reviews.rating,sentiment_score,sentiment,text
Bought 3 of these black Friday for my kids they seem to be doing good so far hopefully they last.,3,1,SOSO,buy black friday kid good far hopefully
I have tried to get it work& still can't get it to work!!,3,1,SOSO,try work t work
Good inexpensive tablet. I use it to control my E series vizio and andriod box. Apps open slower than on my Galaxy S7 edge but other than that everyting works as expected. Note that google play store is not available without modification,3,1,SOSO,good inexpensive tablet use control e series vizio andriod box app open slow galaxy s edge everyte work expect note google play store available modification
Works well but lacks forward control of screen and right and left movement on keyboard. Good foor short notes but could never do any substantial typing on this without external keyboard. Good for basic websurfing and email.,3,1,SOSO,work lack forward control screen right leave movement keyboard good foor short note substantial type external keyboard good basic websurfing email
Works well but after memory builds it starts acting up. Shuts on and off randomly. But for the price it's ok.,3,1,SOSO,work memory build start act shut randomly price s ok
I PURCHASED THIS ITEM BACK IN THE FIRST QUARTER OF 2017. I RETURNED THIS ITEM WITHIN 30 DAYS OF PURCHASE. I MAILED IT BACK PER INSTRUCTIONS BY AMAZON. TODAY MAY 26 I RECEIVED AN E-MAIL FROM AMAZON THAT THEY FAILED TO RECEIVE THE ITEM BY JUL. 20 SO THEY WILL CHARGE MY CREDIT CARD. I HAVE TO ASSUME THAT SOMEONE IN AMAZON RECEIVING DID NOT DO THEIR JOB LOGING IN THE ITEM OR US MAIL LOST THE ITEM. EITHER WAY I AM SCREWED.,3,1,SOSO,purchase item quarter return item day purchase mail instruction amazon today receive e mail amazon fail receive item jul charge credit card assume amazon receive job log item mail lose item way screw
"This tablet screen and memory is lackluster at best but other than that if you are replacing another one of the Kids tablets or giving a gift to an older family member this is the way to go. The video on Amazon website shows a better picture while streaming video, Amazon ""One touch"" is turned on automatically so be careful to password protect purchases unless you don't mind a lot of $2.99 purchases. In short they make it too easy to purchase items by mistake. I thought I was on Prime video and notice that I was charged for an episode of Warehouse 13. Since I didn't see the show and caught this quickly I was able to chat with Amazon Customer Care and they walked me through how to change that setting online. This tablet not for me since I'm looking for a higher end media tablet with more memory than the 8GB this unit has.",3,1,SOSO,tablet screen memory lackluster well replace kid tablet give gift old family member way video amazon website show well picture stream video amazon touch turn automatically careful password protect purchase don t mind lot purchase short easy purchase item mistake think prime video notice charge episode warehouse didn t catch quickly able chat amazon customer care walk change set online tablet m look high end medium tablet memory gb unit
"bought this to see the difference from google's product. was not happy, google was more responsive and easier to use. returned product 2 days later!",3,1,SOSO,buy difference google s product happy google responsive easy use return product day later
Had about 6 months very slow Started out good but has been getting slower . Cleared everything still not good,3,1,SOSO,month slow start good get slow clear good
"Disposable tablet, almost like a burner phone. Works ok, but need SD card, very little space.",3,1,SOSO,disposable tablet like burner phone work ok need sd card little space
I thought Alexa was like your smart phone Siri but it's not. It's very limited to what you can ask and you must download some of the Apps in within the Alexa app to work and ask question. Not what I though it was.,3,1,SOSO,think alexa like smart phone siri s s limited ask download app alexa app work ask question
Battery dies after an hour...should last longer for the money. Will not bold charge.,3,1,SOSO,battery die hour long money bold charge
"I bought the Amazon Fire to have easily portable access to my email and the Internet while traveling. It is a good basic tablet. Some of the text is somewhat hard to read as of is quite small. I don't have a stylus which would make use much easier. Overall, it is a good value for my limited need's and use.",3,1,SOSO,buy amazon fire easily portable access email internet travel good basic tablet text somewhat hard read small don t stylus use easy overall good value limit need s use
"This is not as cheap feeling as I thought it was going to be. It's definitely not in the iPad class but it's not bad for what it is. I ordered online and did not have one in my hands until mine arrived. Pros: The screen is decent, sound is loud enough for me, no lag scrolling and Real Racing 3 plays smoothly. Cons: The major down side is battery charging time, battery life and built in storage space. When it arrived, it was showing 76% remaining. After less than 2.5 hours use, it had to be charged. I just read where it can take 6 hours or longer to charge. My iPad Air 2 can fully charge in a few hours from 0%. Built in storage is not enough. Yes you can get micro SD cards however some apps will only install on the built in storage. Also, you can not delete Amazon apps without voiding the warranty. And unless I'm missing something, you can't move them either.So if you are looking for something to use casually for web surfing, email, watching movies, reading books and the occasional game, this should be just fine...keeping in mind the battery life and lack of built in storage. But you won't be doing any serious work on this like you can on the iPad's. But to be fair, this is 1/10 the price of my iPad Air 2 and 1/8 the cost of an iPad Mini 4. But I don't believe it's meant to be a direct iPad competitor. Because if it were, it would fail miserably.",3,1,SOSO,cheap feeling think go s definitely ipad class s bad order online hand arrive pro screen decent sound loud lag scroll real racing play smoothly con major battery charge time battery life build storage space arrive show remain hour use charge read hour long charge ipad air fully charge hour build storage yes micro sd card app install build storage delete amazon app void warranty m miss t look use casually web surfing email watch movie read book occasional game fine keep mind battery life lack build storage win t work like ipad s fair price ipad air cost ipad mini don t believe s mean direct ipad competitor fail miserably
"Nothing special. It is a pretty good speaker for the money, but it's not that useful for much else. My Apple TV does more for home automation and entertainment.",3,1,SOSO,special pretty good speaker money s useful apple tv home automation entertainment
"A reader, but the processor is not fast, react slowly",3,1,SOSO,reader processor fast react slowly
It's ok. It does not have all the apps you might be looking for.,3,1,SOSO,s ok app look
"It's a decent tablet, but keep the following in mind:- if you get this for your kids to share your amazon prime account for video and game apps, you have to lock it to prevent accidental purchases. Problem is that this prevents free app and video purchases, and you have to okay every thing they do. - if you allow them access to apps and video, then that can purchase anything without limits.On top of this, they lock out the google app store and refuse to even allow access to google drive. While you can hack it to add these basic features, you will need a modicum of technical knowledge to do so.So, it's useful, but a pain too. Your needs may vary.",3,1,SOSO,s decent tablet follow mind kid share amazon prime account video game app lock prevent accidental purchase problem prevent free app video purchase okay thing allow access app video purchase limit lock google app store refuse allow access google drive hack add basic feature need modicum technical knowledge s useful pain need vary
"I returned this and purchased the 4th generation Apple TV instead, I liked the Apple features better. If you're not",3,1,SOSO,return purchase th generation apple tv instead like apple feature well
"Got the nieces, wife, and myself these for Christmas. Figures they were cheap enough, so why not.These are functional tablets in every way. We haven't found any problem with them. The display isn't a hi resolution, so I wasn't expecting great. I've had phones and tablet with the same resolution, but never one that looked quite as lack luster as this display. They are OK for the kids to beat around with because they broke the last tablet they had. This one probably wont last much longer, but it's cheap. I wish I would have spent a few more bucks and gotten better ones for my wife and I, though.If you want a disposable tablet or color reader for magazines and such, you'll probably be OK with this.If you want a good tablet, think about buying a good tablet.",3,1,SOSO,get niece wife christmas figure cheap functional tablet way haven t find problem display isn t hi resolution wasn t expect great ve phone tablet resolution look lack luster display ok kid beat broke tablet probably will not longer s cheap wish spend buck get well one wife want disposable tablet color reader magazine ll probably ok want good tablet think buy good tablet
"You get what you pay for with this kindle fire. Excellent as a Kindle for reading books, but not great for using the Internet. I am used to using another tablet which is much quicker and I was frustrated using the Kindle... It doesn't measure up to other tablets. Still worth the $ for a decent reading device.",3,1,SOSO,pay kindle fire excellent kindle reading book great internet tablet quicker frustrate kindle doesn t measure tablet worth decent reading device
Brought this for my 8 yr old son. He cannot put it down. Would recommend this product.,3,1,SOSO,bring yr old son recommend product
This tablet is great for minimal use for a child. It is slow so I wouldn't recommend it for an adult.,3,1,SOSO,tablet great minimal use child slow wouldn t recommend adult
"I ended up returning this tablet. For the price, $40, the tablet performed very well. However, if you have the money, do yourself a favor and step out of the Amazon lineup. The iPads are great, in my opinion the best, but they cost $$$$. From what I've experienced, the Samsung Tab A line is a solid tablet for a $$ budget. You can often find one on sale for ~$150 and its a pretty good bang-for-the buck.If the money is your ONLY concern, then this will probably work well enough for you.",3,1,SOSO,end return tablet price tablet perform money favor step amazon lineup ipad great opinion good cost ve experience samsung tab line solid tablet budget find sale pretty good bang buck money concern probably work
I would opt for an iPad rather than the Kindle just because of the ease of researching books by authors etc. the only advantage of the Kindle is the attractive comparative price.,3,1,SOSO,opt ipad kindle ease research book author etc advantage kindle attractive comparative price
"Great sound, it needs to be a little more sophisticated in responding to inputs. For example, yesterday I told it to play Mexican music -- didn't know any, same with Mariachi Music. Could not play any, Odd,",3,1,SOSO,great sound need little sophisticated respond input example yesterday tell play mexican music didn t know mariachi music play odd
"It is a great idea needs some improvement,lots of questions asked,its reply is I don't or can't answer that.",3,1,SOSO,great idea need improvement lot question ask reply don t t answer
I already have one am sending it back,3,1,SOSO,send
"Fast. Almost no buffering. Overall a great product. But only complaint is it's seriously slanted toward Amazon Prime. For instance, I have AMC through a cable subscription. Then why do I need to pay again for episodes on the Amazon AMC app? So stupid. With Roku, I don't need to pay anything extra for episodes I'm already entitled to.",3,1,SOSO,fast buffering overall great product complaint s seriously slant amazon prime instance amc cable subscription need pay episode amazon amc app stupid roku don t need pay extra episode m entitle
Did not work is good as I thought it would switch to Google home much better product,3,1,SOSO,work good thought switch google home well product
The family loves this because they can communicate to this device and ask it to play their favorite songs or questions or just about anything you can Google.. Even jokes!,3,1,SOSO,family love communicate device ask play favorite song question google joke
"acts up a lot , but has a lot of good features. but then again i should go over the instructions.",3,1,SOSO,act lot lot good feature instruction
Not easy to setup. Everything is apps which you must memorize the directions. Need to take a course to use. Not user friendly.,3,1,SOSO,easy setup app memorize direction need course use user friendly
"Not very user friendly and intuitive.Very limited capabilities and apps.Good for viewing movies.Very limited language capabilities other than English and a few other languages.Apps are downloaded, but can't be found.",3,1,SOSO,user friendly intuitive limited capability app good view movie limit language capability english language app download t find
Purchased this product for as a backup tablet. . The one con I have is that the internet browser runs a little slow. Other than that a good product.,3,1,SOSO,purchase product backup tablet con internet browser run little slow good product
Excellent product nysecond one will but again love read,3,1,SOSO,excellent product nysecond love read
while the price was great the tablet is filled with advertising and is getting slower and slower with usage...,3,1,SOSO,price great tablet fill advertising get slow slow usage
"This item is ok,haven't really used it to the full extent need to learn more and figure out what other benefits it has to offer.",3,1,SOSO,item ok haven t extent need learn figure benefit offer
"When my husband and I bought our Kindle Fire 8, we went to Best Buy and asked questions as best we could. There are programs we apparently need to put create and edit documents and spreadsheets!! We did ask if it had those features and was told yes but I think we need to have a special app. Why isn't there a manual or step by step guide on getting the most use out of Kindle Fire 8. Can I get it online? Kindle Fire 8 fun to use but needs more info for customers. Can we go to a class at Best Buy? Thanks for any help.",3,1,SOSO,husband buy kindle fire go good buy ask question good program apparently need create edit document spreadsheet ask feature tell yes think need special app isn t manual step step guide get use kindle fire online kindle fire fun use need info customer class good buy thank help
My son was excited to get this and it kept closing on him. Returned it but they don't have any in stock to exchange. Frustrated and my son is upset,3,1,SOSO,son excite keep close return don t stock exchange frustrated son upset
"Bought this for 4 year old to watch Netflix and movies via Google Play.The entire user experience is Amazon-centric. The OS appears to be Android-based but is repackaged/rebuilt as FireOS. As a result this device does NOT have an Android OS user-interface.I was able to install the NetFlix app but I did not test it. You cannot load the Google Play app, which means that all the kid's movies (i.e. Toy Story, etc) that we intended to play are not available. For this reason alone the device is getting returned today.",3,1,SOSO,buy year old watch netflix movie google play entire user experience amazon centric os appear android base repackage rebuild fireo result device android os user interface able install netflix app test load google play app mean kid s movie e toy story etc intend play available reason device getting return today
"Looking for a streaming media box? This is a fine android based one..it has an Ethernet port, streams, does 1080p, Amazon, and if you have all android stuff it's fine..I really don't like that it doesn't have a volume control..the only difference between this and the fire stick (for me) is the internal storage capacity, and the Ethernet port..so but two fire sticks instead of one box, unless you want to play the apps",3,1,SOSO,look stream medium box fine android base ethernet port stream p amazon android stuff s fine don t like doesn t volume control difference fire stick internal storage capacity ethernet port fire stick instead box want play app
"If you don't mind the slow performance, it is a good tablet for the price.",3,1,SOSO,don t mind slow performance good tablet price
"Pros:CheapFunctions wellUsually pretty fastCons:Wifi signal isn't as strong as more expensive tabletsScreen pales in comparison to other Kindle'sFrequent burn-inIf you're looking for a cheap tablet that works, this does that. If you're looking for a top quality product at a bargain bin price, this isn't that.",3,1,SOSO,pros cheapfunction wellusually pretty fastcon wifi signal isn t strong expensive tabletsscreen pale comparison kindle sfrequent burn inif look cheap tablet work look quality product bargain bin price isn t
"Cheap functional tablet, slower than most if not all latest smartphones.",3,1,SOSO,cheap functional tablet slow late smartphone
"If you're just going to read and play a game or two, maybe surf the internet a bit, this is an ok tablet. But if you are a heavy user, I'd tell you to pass on this tablet because it won't keep up with your surfing/games/e-mail.",3,1,SOSO,going read play game maybe surf internet bit ok tablet heavy user d tell pass tablet win t surfing game e mail
"The Touch cover from Amazon has some good and some bad properties.On the good side, it's very light: at 4 oz it is noticeably lighter than the previous generation of covers. My Kindle Touch fits in very snugly with no wasted space.On the negative side, it looks and feels rather plasticky. I ordered the plain black version and the front and back outer covers are a shiny black leather. At first I thought the back exterior was simply black plastic, and it took a close examination to realize it is the same leather as the front cover. The front inner cover is a soft felt. The inner body where the Kindle sits is plastic. There is no fastener or band to hold the cover closed.This is my fourth Kindle and cover. The Touch cover looks much more like a gadget cover than the earlier ones. It looks rather like an old Palm PDA cover I had, or like some ipod covers. The previous Kindle covers had a textured leather appearance and they looked more like book or notebook covers.Right now I am having rather mixed reactions. I definitely like the fact that it adds so little weight to the Kindle. However it does look rather cheap. For 40 I was expecting a little more.I think I am going to have to use this for a while before reaching a final conclusion.Update November 29th: Tastes will vary, but in the end I decided that this was not the right look or feel for me and I have switched to a different cover (the Splash SAFARI). That is similar to the old Kindle 3 cover, with a textured leather appearance and an elastic fastener strap.",3,1,SOSO,touch cover amazon good bad property good s light oz noticeably light previous generation cover kindle touch fit snugly waste space negative look feel plasticky order plain black version outer cover shiny black leather think exterior simply black plastic take close examination realize leather cover inner cover soft feel inner body kindle sit plastic fastener band hold cover closed fourth kindle cover touch cover look like gadget cover early one look like old palm pda cover like ipod cover previous kindle cover texture leather appearance look like book notebook cover right have mixed reaction definitely like fact add little weight kindle look cheap expect little think go use reach final conclusion update november th taste vary end decide right look feel switch different cover splash safari similar old kindle cover texture leather appearance elastic fastener strap
At first I thought is was going to be great because of all the apps it had. Late I discover that all of those great apps I felt in love with needed to be purchased and pay a membership. Even though it was good for a first time tablet.,3,1,SOSO,think go great app late discover great app feel love need purchase pay membership good time tablet
worth it to spend the extra 50 dollars and get the box w game control,3,1,SOSO,worth spend extra dollar box w game control
Very good experience okay at the Niles Ohio location. Great price for children 6 to 11 that aren't real responsible. Did not buy warranty on the tablets priced a little high for something that was as priced as low as they were.,3,1,SOSO,good experience okay nile ohio location great price child aren t real responsible buy warranty tablet price little high price low
This Tablet anonymous me so much simple apps like You Tube are a hassle to get and unless you know about .apk you are lost. Great for readers and simple web surfing. I do like the free games from underground. My unit arrived damage. Amazon replacing let's see how that goes.,3,1,SOSO,tablet anonymous simple app like tube hassle know apk lose great reader simple web surfing like free game underground unit arrive damage amazon replace let s go
Pro's The colors on the screen are AWESOME. It is easy to operate and move around in and has lots of app's in stalled. Con's The operating speaker has very low output and is hard to hear.,3,1,SOSO,pro s color screen awesome easy operate lot app s stall con s operate speaker low output hard hear
It's nice but there are too many specific lines to remember to get her to talk to you. Also your family gmail calendar does NOT connect if on iCloud with iPhones so she will not know your families calendar. Needs updates and she should be able to answer you by a question and not a specific way you must say things with the skills,3,1,SOSO,s nice specific line remember talk family gmail calendar connect icloud iphone know family calendar need update able answer question specific way thing skill
This is a neat little device but really not that good for much. I am sure it will improve in the future but I would recommend waiting it out.,3,1,SOSO,neat little device good sure improve future recommend waiting
"I really like the features, the size, and the price, but I was a bit disappointed with the lack of speed!",3,1,SOSO,like feature size price bit disappoint lack speed
Kindle is nice for road trips to watch movies. Good battery life. It's cool.,3,1,SOSO,kindle nice road trip watch movie good battery life s cool
Grandson became board with what it offers. Plug wears out fast,3,1,SOSO,grandson board offer plug wear fast
"Bought five of these for my teachers to take photos/videos and upload to our site and email parents. Does everything just fine, except the cameras aren't the greatest. Pretty slow to capture the pic and they all come out blurry with he slightest amount of motion (from the subject or photograher). Ok product if your not focused on taking pictures.",3,1,SOSO,buy teacher photo video upload site email parent fine camera aren t great pretty slow capture pic come blurry slight motion subject photograher ok product focus take picture
"I was somewhat disappointed to discover Alexa could not seem to answer what I thought were fairly simple questions (mileage distance between locations, etc.). Additionally, I was not comfortable upon discovering the product constantly recorded conversations.",3,1,SOSO,somewhat disappointed discover alexa answer think fairly simple question mileage distance location etc additionally comfortable discover product constantly record conversation
Had trouble setting it up. Set it up using app on wife's phone. It doesn't work when wife's phone is out of the house. Grandkids have fun with it. Music speakers are good. I have a lot to learn about this thing.,3,1,SOSO,trouble set set app wife s phone doesn t work wife s phone house grandkid fun music speaker good lot learn thing
Good for beginners. Wanted something simple and that's what I got,3,1,SOSO,good beginner want simple s get
"Its fast, connects well, every amazon aspect of life you could possibly want is on here. Thats what I didnt expect, it being my first tablet. Amazon gets in your face about all its promos and products every time i turn it on. Its so annoying. -But its very handy, very sleek, easy to use and connects quick to any wifi acess around. However its limited on games and its app store is c.r.a.p compared to android. So ehhh 50/50.",3,1,SOSO,fast connect amazon aspect life possibly want s not expect tablet amazon get face promos product time turn annoying handy sleek easy use connect quick wifi acess limited games app store c r p compare android ehhh
Ok device for the asking price. Would give as first time user,3,1,SOSO,ok device ask price time user
Good tablet simple to use and easy to learn and also great price,3,1,SOSO,good tablet simple use easy learn great price
My daughter preferred the ipad. The apps are a little complicated for her age she is 2.,3,1,SOSO,daughter prefer ipad app little complicated age
The screen was small for me and I couldn't access a website with free ebooks. I ended up taking it back and read on my iPad now.,3,1,SOSO,screen small couldn t access website free ebook end take read ipad
"I thought the tablet would be a little wider, its just too long",3,1,SOSO,think tablet little wider long
"I mean... it work fine, but 20 fine There's nothing special here and it's a joke that Amazon doesn't just ship a charging plug with the Kindle in the first place. You should be able to find plenty of non-OEM chargers that'll work in terms of watts and voltage for far less money, like 5.",3,1,SOSO,mean work fine fine s special s joke amazon doesn t ship charge plug kindle place able find plenty non oem charger ll work term watt voltage far money like
"The Echo is good, but doesn't know the answer to what I consider, some basic questions. i.e. 3 top scoring players in the NBA. I suppose as it updates info, more information will become available.",3,1,SOSO,echo good doesn t know answer consider basic question e scoring player nba suppose update info information available
Great tablet for a beginner to catch up on reading.,3,1,SOSO,great tablet beginner catch reading
"I'm a big fan of Amazon and their products, but this tablet is just ok. The build quality is great and the image is very good, but the software is mediocre at best. Worth the price.",3,1,SOSO,m big fan amazon products tablet ok build quality great image good software mediocre good worth price
"Battery life is great. Kindle unlimited is lame, web browser needs work.",3,1,SOSO,battery life great kindle unlimited lame web browser need work
To much programming especially for road and traffic congitions,3,1,SOSO,program especially road traffic congition
Tablet is ok I just prefere Android products. I dont Like the fire just being tied to Amazon accounts and loaded with all their exclusive content. But its a cheap quality tablet,3,1,SOSO,tablet ok prefere android product not like fire tie amazon account load exclusive content cheap quality tablet
"I bought this to enjoy the comforts of a tablet. My use includes youtube, twitch and other channels that are similar in purpose. I would recommend this product for its own intended purposes which is a ereader at best. it does have its own android base functions but not the functions I enjoy from a regular tablet. Some regular app you might use on a daily may not be compatible with this unit to sum it up.",3,1,SOSO,buy enjoy comforts tablet use include youtube twitch channel similar purpose recommend product intend purpose ereader well android base function function enjoy regular tablet regular app use daily compatible unit sum
Not much of a selection for shows or movies. Hopefully changes,3,1,SOSO,selection show movie hopefully change
Alexa- STEP UP YOUR GAME. Google home is coming for you. He coming!,3,1,SOSO,alexa step game google home come come
This tablet freezes a lot when using it. It started out working good and then it started freezing when playing games.,3,1,SOSO,tablet freeze lot start work good start freeze playing game
i really like shopping at best buy in avon indiana,3,1,SOSO,like shop well buy avon indiana
"I bought this product to gift to a 8year old kid and she loved it. she plays games, puzzles.",3,1,SOSO,buy product gift year old kid love play game puzzle
It's different than android system's. And to be honest I prefer android.,3,1,SOSO,s different android system s honest prefer android
More intelligent than siri however speaker performance is lacking when used for music. Sonos play1 or bose soundlink has much better sound.,3,1,SOSO,intelligent siri speaker performance lack music sonos play bose soundlink well sound
not as smart as the commercials show. cant answer a lot of questions,3,1,SOSO,smart commercial not answer lot question
Mostly good for shopping lists and listening to music getting game scores etc. Hopefully will have real search functions in the future. Easy setup. Phone app,3,1,SOSO,good shopping list listen music get game score etc hopefully real search function future easy setup phone app
"This product is great for reading you the news, a book or the weather. Alexa is great at setting timers and alarms and telling silly jokes. If you ask Alexa a ""google"" type question such as ""What was the score to 'such and such' college basketball game"", most times she cannot answer even if you pose the question a number of ways. Sometimes, you can ask a question differently from the way you would intuitively ask a question and Alexa will answer. This proves frustrating to me. It is a very expensive gadget that your phone can easily do with a few keystrokes. I am considering returning it and purchasing the google product to see if there is an improvement.",3,1,SOSO,product great reading news book weather alexa great set timer alarm tell silly joke ask alexa google type question score college basketball game times answer pose question number way ask question differently way intuitively ask question alexa answer prove frustrating expensive gadget phone easily keystroke consider return purchase google product improvement
"A bit dissapointed in local station reception. Fire tv is not what was expected. OK, but just not as expected.",3,1,SOSO,bit dissapointed local station reception fire tv expect ok expect
This is good for beginners but not very good . Its wifi work terrible,3,1,SOSO,good beginner good wifi work terrible
I bought 6 of them. They made very good christmas gifts..,3,1,SOSO,buy good christmas gift
"I like the product, but I dislike that you have to download every app. I believe it should come with at least a few basic apps.",3,1,SOSO,like product dislike download app believe come basic app
"This cover is a replacement for the initial cover that broke my kindle framewhere the top hinge goes into the Kindle. The metal on the original hinge system was too light weight to withstand having the cover fold all the way back on the Kindle and after just over a year resulted in the hinge becoming bent up towards the frame and it cracked the frame on my Kindle.I understand this new Kindle cover is supposed to have corrected that problembut the hinge system looks identical to the one that was on my old cover. I hope that over time, again, about a year plus it won't crack the frame in the same place again on my new Kindle.I am so thankful that Amazon replace both my Kindle and the book cover as a result of this problem.I would recomend that after about 6 months use it would be wise to remove the cover from your Kindle and see if the top hinge is beginning to bend upwards towards the frame and if so contact Amazon before the frame of your Kindle breaks where the top hinge inserts into your Kindle.",3,1,SOSO,cover replacement initial cover break kindle framewhere hinge go kindle metal original hinge system light weight withstand having cover fold way kindle year result hinge bent frame crack frame kindle understand new kindle cover suppose correct problembut hinge system look identical old cover hope time year plus win t crack frame place new kindle thankful amazon replace kindle book cover result problem recomend month use wise remove cover kindle hinge beginning bend upwards frame contact amazon frame kindle break hinge insert kindle
It's a good tablet for the value. Downside is there's no Google Play Store access. So you're limited to apps in the Amazon app store.,3,1,SOSO,s good tablet value downside s google play store access limited app amazon app store
There is nothing spectacular about this item but also nothing majorly wrong with it. The biggest flaw is that this is geared to kids and there is no way that I have found searching settings or online to lock the touch screen so that a video keeps playing if the child hits the screen. This means lots of times helping get back into the movie or show rather than just relaxing like an iPad can do with guided access activated.,3,1,SOSO,spectacular item majorly wrong big flaw gear kid way find search setting online lock touch screen video keep play child hit screen mean lot time help movie relax like ipad guide access activate
Price was right. Bought it mostly to be able to watch movies but the quality of the movies is not as good as I had hoped which is the main reason behind my average rating.,3,1,SOSO,price right buy able watch movie quality movie good hope main reason average rating
I got it because a frend that really lime it. I had apple tv and still think is better than this,3,1,SOSO,get frend lime apple tv think well
My 2 year old loves this thing. Uses it mostly for Netflix. Major issue with this is that it barely has any memory. It is very limited as to what and how much you can put on it.We have about 10 apps/games or less and Netflix app. It will not allow anything more as it has no space.,3,1,SOSO,year old loves thing use netflix major issue barely memory limited app game netflix app allow space
"I ordered the echo based upon online reviews and based on suggestions of friends. However, thus far, the only thing I ever use it for is to play music, which I could easily do with my other electronics. I am holding out hope that future updates make this more of a must have item.",3,1,SOSO,order echo base online review base suggestion friend far thing use play music easily electronic hold hope future update item
I would like this product a lot more if it came with a remote control that is not as small as the original,3,1,SOSO,like product lot come remote control small original
"This tablet is good to browse the web, check emails, watch youtube videos,... The screen is small but still bigger than any smartphone.It's a bit slow but it's a good bang for the buck.Big drawback: no access to google play and no support for chromecast if you want to cast to your TV.",3,1,SOSO,tablet good browse web check email watch youtube video screen small big smartphone s bit slow s good bang buck big drawback access google play support chromecast want cast tv
"2nd kindle liked the first one better space bar located to close to change menu icons download is slow and have great internet service, device freezes up a lot and have to shut down and reboot, must close out any open tab to open a new one one happy with this model",3,1,SOSO,nd kindle like well space bar locate close change menu icon download slow great internet service device freeze lot shut reboot close open tab open new happy model
"I bought and returned this item. I was hoping to be able to watch different sports games via the internet with the Amazon Fire TV but everything I selected stated it wasn't available. After trying different things for a few days, I figured I wasn't going to get the results I wanted and returned the unit.",3,1,SOSO,buy return item hope able watch different sport game internet amazon fire tv select state wasn t available try different thing day figure wasn t go result want return unit
Thought the Echo was portable. Have to keep it plugged it to operate or buy an external battery.Returned and bought the smaller TAP which has a builtin battery.,3,1,SOSO,think echo portable plug operate buy external battery return buy small tap builtin battery
"pretty much you get what you pay for... not bad, but not great, but an inexpensive fix for the cause",3,1,SOSO,pretty pay bad great inexpensive fix cause
The Amazon Fire is an okay product with a decent OS and a great price. Reccommend it for kids or the elderly.,3,1,SOSO,amazon fire okay product decent os great price reccommend kid elderly
"Wondering why I spent $150 for the Echo when I could have purchased the Dot for $40 and does everything the Echo does...and more! With the Dot you can stream music to Bluetooth speakers, which can't be done with the Echo.",3,1,SOSO,wonder spend echo purchase dot echo dot stream music bluetooth speaker t echo
They make a great child proof cover and the battery life is descent so far,3,1,SOSO,great child proof cover battery life descent far
my kids have this. it works okay for things like youtube or netflix. Apps take longer to load and many games that you can get for the iPad aren't available on the Fire Tablet. Still say go with Mac.,3,1,SOSO,kid work okay thing like youtube netflix app long load game ipad aren t available fire tablet mac
"I'm ambivalent about this tablet. It's a great price point and the picture quality is amazing. It's great for watching Netflix. But, you are locked in to only the apps available on Amazon. I can't download my browser if choice or even the google search app. Additionally, the tablet is linked to Amazon, and basically unusable if you don't have a valid Amazon account, I bought an additional tablet for a non Amazon person and they couldn't download any apps.",3,1,SOSO,m ambivalent tablet s great price point picture quality amazing s great watch netflix lock app available amazon t download browser choice google search app additionally tablet link amazon basically unusable don t valid amazon account buy additional tablet non amazon person couldn t download app
it does a lot LESS than you would expect. the advertisements is about all it does. no need to spend this large amount of money to listen to music you have on your phone. any info you get on the echo you get on your phone.,3,1,SOSO,lot expect advertisement need spend large money listen music phone info echo phone
Good product for the money. Compared to earlier versions not as durable. The outside casing is plastic. Not good. For the money good buy.,3,1,SOSO,good product money compare early version durable outside case plastic good money good buy
"Great if you read alot of magazines, books or plan to spend alot of $ for music and stuff...most aps arnt available like google play store",3,1,SOSO,great read alot magazine book plan spend alot music stuff aps arnt available like google play store
It is a pretty cool device. Not too friendly for the music I already had to get it to play them. My main use was to operate my ADT Pulse security system. It acts as a third party app and the question gets too lengthy and does not always find the device I wanted the first time. I took it back. Maybe the newer version coming out will work better.,3,1,SOSO,pretty cool device friendly music play main use operate adt pulse security system act party app question get lengthy find device want time take maybe new version come work well
"I like Alexa, but limited. Can't connect with I-Tunes account yet. Can only set a one time alarm with 24 hours and cannot make it recurring. I see improvements weekly, but still a long way to go.",3,1,SOSO,like alexa limited t connect tune account set time alarm hour recur improvement weekly long way
It freezes up a lot but it's great for reading. Not meant for other apps.,3,1,SOSO,freeze lot s great reading mean app
Good for kids just wanting to play games or watch movies. Even when purchasing extra gb storage cards.,3,1,SOSO,good kid want play game watch movie purchase extra gb storage card
I purchased this tablet for my sister as a Christmas present.,3,1,SOSO,purchase tablet sister christmas present
"Still learning how to use this tablet, would have liked a little more direction on how to use it didn't seem to have any paper directions included..Like using this tablet especially to read books, email and facebook.",3,1,SOSO,learn use tablet like little direction use didn t paper direction include like tablet especially read book email facebook
I bought this for my two year old grandson but the restrictions were too much.,3,1,SOSO,buy year old grandson restriction
"Tablet is ok. It does display ads on the lock screen, that you can't opt out of, to my knowledge. But for the price, I can't really complain. I bought it at the $35 BF price. I wouldn't let me download Instagram for some reason either.",3,1,SOSO,tablet ok display ad lock screen t opt knowledge price t complain buy bf price wouldn t let download instagram reason
The screen size could be bigger like the earlier versions of kindle.,3,1,SOSO,screen size big like early version kindle
